event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,event_month
KGZ1682,2022-09-16,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,Civilians (Kyrgyzstan),State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Internatsionalnoye,40.1187,69.6719,1,24Kg,National,"On 16 September 2022, Tajik border troops shelled the Kyrgyz village of Internatsionalnoye in Leylek district of Batken region using mortar rounds resulting in local residents fleeing for safety on the Kyrgyz side. During the day, 59 people, both civilians and border guards, were killed and 144 were wounded on the Kyrgyz side (59 fatalities split among 9 events).",7,,1753954518,2022-09-01
KGZ1677,2022-09-16,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Internatsionalnoye,40.1187,69.6719,1,24Kg,National,"Looting: On 16 September 2022, Tajik border troops engaged in looting of local shops on the Kyrgyz territory in the village of Internatsionalnoye in Leylek district of Batken region following firefight between Kyrgyz and Tajik border guards.",0,,1753954518,2022-09-01
KGZ1678,2022-09-16,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Pasky-Aryk,39.9862,70.5408,1,24Kg,National,"On 16 September 2022, Tajik border troops opened fire on the Kyrgyz border post Samarkandek in Pasky-Aryk locality of Batken district in Batken region. Kyrgyz Border Service didn't provide information on whether Kyrgyz border guards responded. During the day, 59 people, both civilians and border guards, were killed and 144 were wounded on the Kyrgyz side (59 fatalities split among 9 events).",6,,1753954518,2022-09-01
KGZ1676,2022-09-16,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,AKIpress,National,"On 16 September 2022, Tajik border troops opened fire with small arms and other weapons on Kyrgyz border guards in Eki-Tash, Chyr-Dobo, Kum-Mazar and Orto-Boz localities around 6 am in Kok-Tash village of Batken district in Batken region. At 6.30 am Tajik border guards fired mortar rounds in the direction of Kok-Tash border post on the Kyrgyz territory. During the day, 59 people, both civilians and border guards, were killed and 144 were wounded on the Kyrgyz side (59 fatalities split among 9 events).",7,,1753954518,2022-09-01
KGZ1671,2022-09-14,2022,1,Strategic developments,Strategic developments,Other,Civilians (Kyrgyzstan),Refugees/IDPs (Kyrgyzstan),Civilians,,,,Civilians only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,AKIpress,National,"Displacement: On 14 September 2022, about 178 residents including 113 children of Min-Bulak and Kok-Tash villages in Batken district were evacuated to the town of Batken in Batken region following deadly shootout between Kyrgyz and Tajik border troops on the disputed border.",0,,1663703413,2022-09-01
KGZ1674,2022-09-16,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,,,,External/Other forces only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 16 September 2022, Tajik military fired artillery round that hit a local cafe near residential area in the town of Batken in Batken region. No casualties.",0,,1753954518,2022-09-01
TJK145,2022-09-16,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,Civilians (Tajikistan),,Civilians,External/Other forces-Civilians,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Isfara,40.1223,70.6272,1,Asiaplus,International,"Looting: On 16 September 2022, Kyrgyz border troops were looting and burning local houses on the Tajik territory in the villages of Bogiston and Lakon of Isfara district following firefight between Tajik and Kyrgyz border guards.",0,,1753968967,2022-09-01
TJK146,2022-09-14,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Isfara,40.1223,70.6272,1,Asiaplus,International,"On 14 September 2022, firefight broke out on the disputed border in Isfara city near Zumrad village between Tajik and Kyrgyz border guards. During the armed clash 2 Tajik servicemen were killed and 6 people were injured including civilians.",2,,1753968967,2022-09-01
TJK150,2022-09-16,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Isfara,40.1223,70.6272,2,Asiaplus,International,"On 16 September 2022, Kyrgyz border troops opened fire on the Tajik-Kyrgyz border outpost 'Dushanbe' near Isfara city of the Isfara district. Casualties unknown.",0,,1753968967,2022-09-01
TJK144,2022-09-14,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,Asiaplus,International,"On 14 September 2022, firefight broke out between Tajik and Kyrgyz border guards on the disputed border near Chorkishlaka village in Chorku of Isfara district during which 3 Tajik servicemen were wounded.",0,,1753968967,2022-09-01
TJK148,2022-09-14,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,1,Asiaplus,International,"On 14 September 2022, firefight broke out between Tajik and Kyrgyz border guards on the disputed border in Vorukh of Isfara district during which a Tajik servicemen was wounded.",0,,1753968967,2022-09-01
KGZ1673,2022-09-16,2022,1,Strategic developments,Strategic developments,Other,Civilians (Kyrgyzstan),Refugees/IDPs (Kyrgyzstan),Civilians,,,,Civilians only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,Kaktus Media,National,"Displacement: On 16 September 2022, residents of the bordering Ak-Sai and Kyzyl-Bel villages were evacuated by the Ministry of Emergency to the town of Samarkandyk in Batken district of Batken region after escalation on the Kyrgyz-Tajik border resulting in firefight.",0,,1663703414,2022-09-01
KGZ1683,2022-09-16,2022,1,Strategic developments,Strategic developments,Other,Civilians (Kyrgyzstan),Refugees/IDPs (Kyrgyzstan),Civilians,,,,Civilians only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kyzyl-Bel,40.0992,70.7451,1,Kaktus Media,National,"Displacement: On 16 September 2022, residents of the bordering Ak-Sai and Kyzyl-Bel villages were evacuated by the Ministry of Emergency to the town of Samarkandyk in Batken district of Batken region after escalation on the Kyrgyz-Tajik border resulting in firefight.",0,,1663703414,2022-09-01
KGZ1687,2022-09-16,2022,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Zhany-Jer,40.0281,69.9462,1,RFE/RL,International,"On 16 September 2022, firefight broke out between Kyrgyz and Tajik border troops in Zhany-Jer village of Leylek district in Batken region. During the day, 59 people, both civilians and border guards, were killed and 144 were wounded on the Kyrgyz side (59 fatalities split among 9 events).",6,,1753954518,2022-09-01
TJK141,2022-09-16,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Ovchi Kalacha,40.1267,69.6779,1,RFE/RL,International,"On 16 September 2022, a firefight broke out between Kyrgyz and Tajik border troops in Ovchi Kalacha of the B Gafurov district. Casualties unknown.",0,,1753956103,2022-09-01
KGZ1680,2022-09-16,2022,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kyzyl-Bel,40.0992,70.7451,1,RFE/RL,International,"On 16 September 2022, shootout took place between Kyrgyz and Tajik border troops on the disputed border land in Kyzyl-Bel village of Batken district in Batken region. During the day, 59 people, both civilians and border guards, were killed and 144 were wounded on the Kyrgyz side (59 fatalities split among 9 events).",6,,1753954518,2022-09-01
KGZ1670,2022-09-14,2022,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,2,RFE/RL,International,"On 14 September 2022, firefight took place between Tajik and Kyrgyz border guards on the disputed border in Kak-Sai locality of Dostuk village near Batken township in Batken district of Batken region after similar shootout hours earlier in Bulak-Bashi locality. No casualties.",0,,1753954518,2022-09-01
KGZ1672,2022-09-14,2022,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Pasky-Aryk,39.9862,70.5408,1,RFE/RL,International,"On 14 September 2022, firefight took place between Tajik and Kyrgyz border guards on the disputed border in Pasky-Aryk locality of Batken district in Batken region following shootout hours earlier in Bulak-Bashi and Kak-Sai localities in the district. No casualties.",0,,1753954518,2022-09-01
KGZ1039,2021-04-29,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Eski-Ochu,40.0792,69.6999,1,24Kg; Kaktus Media; RFE/RL,National-International,"On 29 April 2021, Tajik armed forces fired upon Kyrgyz village of Eski-Ochu in Leylek district of Batken region resulting in destruction of residential homes and evacuation of village residents to safer locations away from the border. Kyrgyz border troops returned fire upon contact throughout the day. Kyrgyz government reported 31 deaths and 134 wounded in the line of contact including in Leylek district. 31 fatalities split across 8 events.",4,,1753954518,2021-04-01
KGZ1040,2021-04-30,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Kulundu,40.1069,69.6393,1,24Kg; Kaktus Media; RFE/RL,National-International,"On 30 April 2021, early in the morning Tajik armed forces fired upon the village of Kulundu in Leylek district of Batken region. Kyrgyz government reported at least 31 fatalities and 134 wounded in the line of contact including in Leylek district. 31 fatalities split across 8 events.",4,,1753954518,2021-04-01
KGZ1130,2021-06-14,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Kyrgyzstan),,Protesters,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,AKIpress; Kaktus Media,National,"On 14 June 2021, border guards of the Kyrgyz Border Service fired a warning shot while residents of the village of Ak-Sai in Batken region were protesting due to inefficient water distribution on the disputed border with Tajikistan.",0,crowd size=no report,1753970978,2021-06-01
KGZ1217,2021-07-31,2021,1,Political violence,Riots,Mob violence,Rioters (Uzbekistan),,Rioters,Police Forces of Kyrgyzstan (2021-),,State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Kadamjai,40.128,71.7208,2,24Kg,National,"On 31 July 2021, three female citizens of Uzbekistan were detained by Kyrgyz police at the Kadamjai border post in Kadamjay district of Batken region after women refused to provide PCR test for coronavirus while crossing the border from Uzbekistan into Kyrgyzstan which resulted in physical confrontation between policemen and the women.",0,crowd size=three,1663773009,2021-07-01
KGZ1041,2021-04-30,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kyzyl-Bel,40.0992,70.7451,1,24Kg,National,"On 30 April 2021, Tajik border guards fired a single round at the Kyrgyz border post in the village of Kyzyl-Bel in Batken district of Batken region. No wounded were reported following a shooting.",0,,1753954518,2021-04-01
KGZ1648,2022-08-25,2022,2,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-) State Committee for National Security,,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,2,ACCA,Regional,"Around 25 August 2022, officers of the State Committee on National Security physically assaulted two male detainees during a transfer near the town of Batken in the Batken region resulting in one of the detainees seeking medical care in the hospital.",0,,1754410220,2022-08-01
KGZ1036,2021-04-29,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,AKIpress,National,"On 29 April 2021, around 5pm, Tajik border guards and Spetsnaz unit of Ministry of Interior of Tajikistan attacked 5 Kyrgyz border posts and camp facilities - Kapchygai, Min-Bulak, Dostuk, Kojogar and Bulak-Bashi near the village of Ak-Sai in Batken district of Batken region. It was reported that the Dostuk border post caught fire as a result of the artillery bombardment. On 30 April 2021 Kyrgyz government reported at least 31 fatalities and 134 wounded in the line of contact including in Leylek district. 31 fatalities split across 8 events.",5,,1753954518,2021-04-01
KGZ1034,2021-04-29,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,AKIpress,National,"On 29 April 2021, around 14:00, Tajik border guards and Spetsnaz unit of Ministry of Interior of Tajikistan fired live rounds and opened mortar fire against Kyrgyz border troops at the Golovnoy water canal in the village of Ak-Sai in Batken district of Batken region. Both countries were reportedly pulling more troops to the conflict zone. Several Kyrgyz military personnel and civilians suffered injuries. The following day (30 April 2021) Kyrgyz government reported 31 fatalities and 134 wounded in the line of contact including in Leylek district. 31 fatalities split across 8 events.",5,,1753954518,2021-04-01
KGZ1264,2021-09-23,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Police Forces of Kyrgyzstan (2021-),,State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,AKIpress,National,"On 23 September 2021, Tajik villagers threw stones at the Kyrgyz police facility in the Dakhma locality of Kok-Tash village in Batken district of Batken region following which no injuries were reported.",0,crowd size=no report,1663773009,2021-09-01
KGZ1649,2022-08-27,2022,2,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-) State Committee for National Security,,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,AKIpress,National,"Around 27 August 2022, police officers tortured two male detainees at the Kyzyl-Kia township police detention facility in the Kyzyl-Kiya district of Batken region.",0,,1754410220,2022-08-01
KGZ1480,2022-03-19,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Kulundu,40.1069,69.6393,2,Kaktus Media,National,"On 19 March 2022, a Kyrgyz border guard was detained and assaulted by Tajik border guards in Sada locality near Kulundu village in Leylek district of Batken region following which Tajik side released detained Kyrgyz serviceman back to the Kyrgyz territory after negotiations.",0,,1753954518,2022-03-01
KGZ1314,2021-11-06,2021,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,Civilians,External/Other forces-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Leilek,39.8773,70.0911,2,Kaktus Media,National,"Property destruction: On 6 November 2021, Tajik border guards damaged a Kyrgyz border guard's personal automobile by throwing stones at his vehicle close to the village of Arka near Leilek township in Leylek district in Batken region. The Kyrgyz border guard claimed that the incident was an attempt to lure him out and detain him on the disputed territory.",0,,1753954518,2021-11-01
